,example_compound_name,InChIKey,InChIKey_simp,organism_name,accepted_name,accepted_name_w_author,accepted_species,accepted_family
3400,Cordiaquinol C,SQXTYAWGCAPKAP-LBDPXKHJSA-N,SQXTYAWGCAPKAP,Cordia fragrantissima,Cordia fragrantissima,Cordia fragrantissima Kurz,Cordia fragrantissima,Boraginaceae
3402,Cordiaquinol I,KPLPHSYSTFAUQF-UHFFFAOYSA-N,KPLPHSYSTFAUQF,Cordia fragrantissima,Cordia fragrantissima,Cordia fragrantissima Kurz,Cordia fragrantissima,Boraginaceae
3403,Cordiaquinol J,SIHKZQDGUPOURP-OWCLPIDISA-N,SIHKZQDGUPOURP,Cordia fragrantissima,Cordia fragrantissima,Cordia fragrantissima Kurz,Cordia fragrantissima,Boraginaceae
3404,Cordiaquinol K,OWESAJYPRMLEGK-AYMHWXCPSA-N,OWESAJYPRMLEGK,Cordia fragrantissima,Cordia fragrantissima,Cordia fragrantissima Kurz,Cordia fragrantissima,Boraginaceae
3412,Globiferin,IYBUBJTWRYPRSI-CRLRQKJVSA-N,IYBUBJTWRYPRSI,Cordia globifera,Cordia globifera,Cordia globifera W.W.Sm.,Cordia globifera,Boraginaceae
3387,Cordigone,MGYYQYIFNBTUAB-UHFFFAOYSA-N,MGYYQYIFNBTUAB,Cordia goetzei,Cordia goetzei,Cordia goetzei Gürke,Cordia goetzei,Boraginaceae
3365,3-O-Caffeoylquinic acid,CWVRJTMFETXNAD-JUHZACGLSA-N,CWVRJTMFETXNAD,Cordia macleodii,Cordia macleodii,Cordia macleodii (Griff.) Hook.f. & Thomson,Cordia macleodii,Boraginaceae
3362,4-hydroxybenzoic acid,FJKROLUGYXJWQN-UHFFFAOYSA-N,FJKROLUGYXJWQN,Cordia macleodii,Cordia macleodii,Cordia macleodii (Griff.) Hook.f. & Thomson,Cordia macleodii,Boraginaceae
3361,Caffeic acid,QAIPRVGONGVQAS-DUXPYHPUSA-N,QAIPRVGONGVQAS,Cordia macleodii,Cordia macleodii,Cordia macleodii (Griff.) Hook.f. & Thomson,Cordia macleodii,Boraginaceae
3366,Ferulic acid,KSEBMYQBYZTDHS-HWKANZROSA-N,KSEBMYQBYZTDHS,Cordia macleodii,Cordia macleodii,Cordia macleodii (Griff.) Hook.f. & Thomson,Cordia macleodii,Boraginaceae
3369,Kaempferol,IYRMWMYZSQPJKC-UHFFFAOYSA-N,IYRMWMYZSQPJKC,Cordia macleodii,Cordia macleodii,Cordia macleodii (Griff.) Hook.f. & Thomson,Cordia macleodii,Boraginaceae
3370,Quercetin,REFJWTPEDVJJIY-UHFFFAOYSA-N,REFJWTPEDVJJIY,Cordia macleodii,Cordia macleodii,Cordia macleodii (Griff.) Hook.f. & Thomson,Cordia macleodii,Boraginaceae
3386,Quercetin 3-glucosyl-(1->2)-glucuronide,FVVVGDCTTQXNDY-ZUCSWXBESA-N,FVVVGDCTTQXNDY,Cordia macleodii,Cordia macleodii,Cordia macleodii (Griff.) Hook.f. & Thomson,Cordia macleodii,Boraginaceae
3375,Quercetin 3-rutinoside,IKGXIBQEEMLURG-NVPNHPEKSA-N,IKGXIBQEEMLURG,Cordia macleodii,Cordia macleodii,Cordia macleodii (Griff.) Hook.f. & Thomson,Cordia macleodii,Boraginaceae
3413,p-Hydroxyphenyl lactic acid,JVGVDSSUAVXRDY-UHFFFAOYSA-N,JVGVDSSUAVXRDY,Cordia macleodii,Cordia macleodii,Cordia macleodii (Griff.) Hook.f. & Thomson,Cordia macleodii,Boraginaceae
3363,D-Mannitol,FBPFZTCFMRRESA-UHFFFAOYSA-N,FBPFZTCFMRRESA,Cordia sinensis,Cordia sinensis,Cordia sinensis Lam.,Cordia sinensis,Boraginaceae
3385,Subcordatolide C,GEAKLPVKLKYFLZ-LAOQMUKWSA-N,GEAKLPVKLKYFLZ,Cordia subcordata,Cordia subcordata,Cordia subcordata Lam.,Cordia subcordata,Boraginaceae
4182,Dihydrosanguinarine,CIUHLXZTZWTVFL-UHFFFAOYSA-N,CIUHLXZTZWTVFL,Corydalis vaginans Royle,Corydalis vaginans,Corydalis vaginans Royle,Corydalis vaginans,Papaveraceae
4184,Sanguinarine,RBKBIPRGKKUAFZ-UHFFFAOYSA-N,RBKBIPRGKKUAFZ,Corydalis vaginans Royle,Corydalis vaginans,Corydalis vaginans Royle,Corydalis vaginans,Papaveraceae
6808,Bergenin,YWJXCIXBAKGUKZ-HJJNZUOJSA-N,YWJXCIXBAKGUKZ,Corylopsis spp.,Corylopsis,Corylopsis Siebold & Zucc.,,Hamamelidaceae
5462,(E)-Piceid,HSTZMXCBWJGKHG-CUYWLFDKSA-N,HSTZMXCBWJGKHG,Eucalyptus abergiana,Corymbia abergiana,Corymbia abergiana (F.Muell.) K.D.Hill & L.A.S.Johnson,Corymbia abergiana,Myrtaceae
5464,Resveratrol,LUKBXSAWLPMMSZ-OWOJBTEDSA-N,LUKBXSAWLPMMSZ,Eucalyptus abergiana,Corymbia abergiana,Corymbia abergiana (F.Muell.) K.D.Hill & L.A.S.Johnson,Corymbia abergiana,Myrtaceae
915,(-)-8-Oxocanadine,DESORMZUMYIKSG-AWEZNQCLSA-N,DESORMZUMYIKSG,Coscinium fenestratum (Gaertn.) Colebr.,Coscinium fenestratum,Coscinium fenestratum (Gaertn.) Colebr.,Coscinium fenestratum,Menispermaceae
918,8-Oxopalmatine,MZIUUCTTWZPXOV-UHFFFAOYSA-N,MZIUUCTTWZPXOV,Coscinium fenestratum (Gaertn.)Colebr.,Coscinium fenestratum,Coscinium fenestratum (Gaertn.) Colebr.,Coscinium fenestratum,Menispermaceae
914,Berberine,YBHILYKTIRIUTE-UHFFFAOYSA-N,YBHILYKTIRIUTE,Coscinium fenestratum,Coscinium fenestratum,Coscinium fenestratum (Gaertn.) Colebr.,Coscinium fenestratum,Menispermaceae
919,Berberrubine,GLYPKDKODVRYGP-UHFFFAOYSA-O,GLYPKDKODVRYGP,Coscinium fenestratum (Gaertn.)Colebr.,Coscinium fenestratum,Coscinium fenestratum (Gaertn.) Colebr.,Coscinium fenestratum,Menispermaceae
917,Berlambine,ZHYQCBCBTQWPLC-UHFFFAOYSA-N,ZHYQCBCBTQWPLC,Coscinium fenestratum (Gaertn.) Colebr.,Coscinium fenestratum,Coscinium fenestratum (Gaertn.) Colebr.,Coscinium fenestratum,Menispermaceae
921,Canadine,VZTUIEROBZXUFA-INIZCTEOSA-N,VZTUIEROBZXUFA,Coscinium fenestratum,Coscinium fenestratum,Coscinium fenestratum (Gaertn.) Colebr.,Coscinium fenestratum,Menispermaceae
916,"N,N-Dimethyllindcarpine",BNHSLTARADSQNI-ZDUSSCGKSA-O,BNHSLTARADSQNI,Coscinium fenestratum (Gaertn.) Colebr.,Coscinium fenestratum,Coscinium fenestratum (Gaertn.) Colebr.,Coscinium fenestratum,Menispermaceae
920,Thalifendine,OEGWOBMNQDATKP-UHFFFAOYSA-O,OEGWOBMNQDATKP,Coscinium fenestratum (Gaertn.)Colebr.,Coscinium fenestratum,Coscinium fenestratum (Gaertn.) Colebr.,Coscinium fenestratum,Menispermaceae
2484,Brazilin,UWHUTZOCTZJUKC-JKSUJKDBSA-N,UWHUTZOCTZJUKC,Caesalpinia violacea,Coulteria cubensis,Coulteria cubensis (Greenm.) Sotuyo & G.P.Lewis,Coulteria cubensis,Fabaceae
6237,"1,7-Dihydroxy-4-methoxyxanthone",YDZGWMWSKOGVLG-UHFFFAOYSA-N,YDZGWMWSKOGVLG,Cratoxylum formosanum,Cratoxylum,Cratoxylum Blume,,Hypericaceae
6238,"2,7-Dihydroxy-1,8-dimethoxyxanthone",GIYSXMCIDDSAGA-UHFFFAOYSA-N,GIYSXMCIDDSAGA,Cratoxylum formosanum,Cratoxylum,Cratoxylum Blume,,Hypericaceae
6239,"3,8-Dihydroxy-1,2-dimethoxyxanthone",WGHXAVBNSLELQQ-UHFFFAOYSA-N,WGHXAVBNSLELQQ,Cratoxylum formosanum,Cratoxylum,Cratoxylum Blume,,Hypericaceae
6208,Euxanthone,KDXFPEKLLFWHMN-UHFFFAOYSA-N,KDXFPEKLLFWHMN,Cratoxylum formosanum,Cratoxylum,Cratoxylum Blume,,Hypericaceae
6240,"(13E,17E)-Polypoda-7,13,17,21-tetraen-3beta-ol",BPGVNJWOXOAFIV-GXWZOSKSSA-N,BPGVNJWOXOAFIV,Cratoxylum cochinchinense,Cratoxylum cochinchinense,Cratoxylum cochinchinense (Lour.) Blume,Cratoxylum cochinchinense,Hypericaceae
6218,"1,3,7-Trihydroxy-2,4-di(3-methylbut-2-enyl)xanthone",CBJCQKZZWUEEQY-UHFFFAOYSA-N,CBJCQKZZWUEEQY,Cratoxylum cochinchinense,Cratoxylum cochinchinense,Cratoxylum cochinchinense (Lour.) Blume,Cratoxylum cochinchinense,Hypericaceae
6219,11-Hydroxy-1-isomangostin,YHXWPTCZEWMDBD-UHFFFAOYSA-N,YHXWPTCZEWMDBD,Cratoxylum cochinchinense,Cratoxylum cochinchinense,Cratoxylum cochinchinense (Lour.) Blume,Cratoxylum cochinchinense,Hypericaceae
6220,5-O-Methylcelebixanthone,AIBPYVNEBSHOCZ-UHFFFAOYSA-N,AIBPYVNEBSHOCZ,Cratoxylum cochinchinense,Cratoxylum cochinchinense,Cratoxylum cochinchinense (Lour.) Blume,Cratoxylum cochinchinense,Hypericaceae
6223,Celebixanthone,OQPZXQVAOOHEFP-UHFFFAOYSA-N,OQPZXQVAOOHEFP,Cratoxylum cochinchinense,Cratoxylum cochinchinense,Cratoxylum cochinchinense (Lour.) Blume,Cratoxylum cochinchinense,Hypericaceae
6224,Cochinchinone A,ZHJQVNDLFGICFY-VCHYOVAHSA-N,ZHJQVNDLFGICFY,Cratoxylum cochinchinense,Cratoxylum cochinchinense,Cratoxylum cochinchinense (Lour.) Blume,Cratoxylum cochinchinense,Hypericaceae
6230,Cochinchinone B,QRQRZDHZRAXLKZ-LICLKQGHSA-N,QRQRZDHZRAXLKZ,Cratoxylum cochinchinense (Lour.) Blume,Cratoxylum cochinchinense,Cratoxylum cochinchinense (Lour.) Blume,Cratoxylum cochinchinense,Hypericaceae
6225,Cochinchinone C,XWFNYKWKDWAAMZ-OWYCYUENSA-N,XWFNYKWKDWAAMZ,Cratoxylum cochinchinense,Cratoxylum cochinchinense,Cratoxylum cochinchinense (Lour.) Blume,Cratoxylum cochinchinense,Hypericaceae
6235,Cratoxylone,JSXIWUDODLMCGG-UHFFFAOYSA-N,JSXIWUDODLMCGG,Cratoxylum cochinchinense,Cratoxylum cochinchinense,Cratoxylum cochinchinense (Lour.) Blume,Cratoxylum cochinchinense,Hypericaceae
6226,Garcinone B,HVXHJNVYRXRHNX-UHFFFAOYSA-N,HVXHJNVYRXRHNX,Cratoxylum cochinchinense (Lour.) Blume,Cratoxylum cochinchinense,Cratoxylum cochinchinense (Lour.) Blume,Cratoxylum cochinchinense,Hypericaceae
6227,Garcinone D,TYALNCRUIKOKGP-UHFFFAOYSA-N,TYALNCRUIKOKGP,Cratoxylum cochinchinense (Lour.) Blume,Cratoxylum cochinchinense,Cratoxylum cochinchinense (Lour.) Blume,Cratoxylum cochinchinense,Hypericaceae
6209,Macluraxanthone,XRVLGJCHUWXTDX-UHFFFAOYSA-N,XRVLGJCHUWXTDX,Cratoxylum cochinchinense (Lour.) Blume,Cratoxylum cochinchinense,Cratoxylum cochinchinense (Lour.) Blume,Cratoxylum cochinchinense,Hypericaceae
6211,Mangostin,GNRIZKKCNOBBMO-UHFFFAOYSA-N,GNRIZKKCNOBBMO,Cratoxylum cochinchinense,Cratoxylum cochinchinense,Cratoxylum cochinchinense (Lour.) Blume,Cratoxylum cochinchinense,Hypericaceae
6221,beta-Mangostin,YRKKJHJIWCRNCW-UHFFFAOYSA-N,YRKKJHJIWCRNCW,Cratoxylum cochinchinense,Cratoxylum cochinchinense,Cratoxylum cochinchinense (Lour.) Blume,Cratoxylum cochinchinense,Hypericaceae
6231,Formoxanthone A,KWJOUIWWNNDURW-UHFFFAOYSA-N,KWJOUIWWNNDURW,Cratoxylum formosum,Cratoxylum formosum,Cratoxylum formosum (Jack) Benth. & Hook.f. ex Dyer,Cratoxylum formosum,Hypericaceae
6232,Formoxanthone B,GNCKRVVIXVBNGH-SFQUDFHCSA-N,GNCKRVVIXVBNGH,Cratoxylum formosum,Cratoxylum formosum,Cratoxylum formosum (Jack) Benth. & Hook.f. ex Dyer,Cratoxylum formosum,Hypericaceae
6210,Macluraxanthone,XRVLGJCHUWXTDX-UHFFFAOYSA-N,XRVLGJCHUWXTDX,Cratoxylum formosum,Cratoxylum formosum,Cratoxylum formosum (Jack) Benth. & Hook.f. ex Dyer,Cratoxylum formosum,Hypericaceae
6233,Madagascin,AIEGEPAELPMAPY-UHFFFAOYSA-N,AIEGEPAELPMAPY,Cratoxylum formosum,Cratoxylum formosum,Cratoxylum formosum (Jack) Benth. & Hook.f. ex Dyer,Cratoxylum formosum,Hypericaceae
6228,Vismiaquinone,FMUNWYQUOSZHBF-AATRIKPKSA-N,FMUNWYQUOSZHBF,Cratoxylum formosum,Cratoxylum formosum,Cratoxylum formosum (Jack) Benth. & Hook.f. ex Dyer,Cratoxylum formosum,Hypericaceae
6229,Xanthone V1,LPXPGBXYAJBRJL-UHFFFAOYSA-N,LPXPGBXYAJBRJL,Cratoxylum formosum,Cratoxylum formosum,Cratoxylum formosum (Jack) Benth. & Hook.f. ex Dyer,Cratoxylum formosum,Hypericaceae
6215,"1,3,6,7-Tetrahydroxyxanthone",ZHTQCPCDXKMMLU-UHFFFAOYSA-N,ZHTQCPCDXKMMLU,Cratoxylum prunifolium,Cratoxylum formosum subsp. formosum,Cratoxylum formosum subsp. formosum,Cratoxylum formosum,Hypericaceae
6212,"1,3,6,7-Tetrahydroxyxanthone",ZHTQCPCDXKMMLU-UHFFFAOYSA-N,ZHTQCPCDXKMMLU,Cratoxylum pruniflorum,Cratoxylum formosum subsp. pruniflorum,Cratoxylum formosum subsp. pruniflorum (Kurz) Gogelein,Cratoxylum formosum,Hypericaceae
6213,"1,3,6,7-Tetrahydroxyxanthone",ZHTQCPCDXKMMLU-UHFFFAOYSA-N,ZHTQCPCDXKMMLU,Cratoxylum prumiflorum,Cratoxylum formosum subsp. pruniflorum,Cratoxylum formosum subsp. pruniflorum (Kurz) Gogelein,Cratoxylum formosum,Hypericaceae
6214,"1,3,6,7-Tetrahydroxyxanthone",ZHTQCPCDXKMMLU-UHFFFAOYSA-N,ZHTQCPCDXKMMLU,Cratoxylum formosum ssp.pruniflorum,Cratoxylum formosum subsp. pruniflorum,Cratoxylum formosum subsp. pruniflorum (Kurz) Gogelein,Cratoxylum formosum,Hypericaceae
6216,Hyperin,OVSQVDMCBVZWGM-DTGCRPNFSA-N,OVSQVDMCBVZWGM,Cratoxylum formosum ssp.pruniflorum,Cratoxylum formosum subsp. pruniflorum,Cratoxylum formosum subsp. pruniflorum (Kurz) Gogelein,Cratoxylum formosum,Hypericaceae
6241,Isomangiferin,CDYBOKJASDEORM-HBVDJMOISA-N,CDYBOKJASDEORM,Cratoxylum formosum ssp.pruniflorum,Cratoxylum formosum subsp. pruniflorum,Cratoxylum formosum subsp. pruniflorum (Kurz) Gogelein,Cratoxylum formosum,Hypericaceae
6217,Quercetin 3-O-alpha-L-rhamnoside,OXGUCUVFOIWWQJ-HQBVPOQASA-N,OXGUCUVFOIWWQJ,Cratoxylum formosum ssp.pruniflorum,Cratoxylum formosum subsp. pruniflorum,Cratoxylum formosum subsp. pruniflorum (Kurz) Gogelein,Cratoxylum formosum,Hypericaceae
6236,"1,7-Dihydroxy-4-methoxyxanthone",YDZGWMWSKOGVLG-UHFFFAOYSA-N,YDZGWMWSKOGVLG,Cratoxylum maingayi,Cratoxylum maingayi,Cratoxylum maingayi Dyer,Cratoxylum maingayi,Hypericaceae
6207,Euxanthone,KDXFPEKLLFWHMN-UHFFFAOYSA-N,KDXFPEKLLFWHMN,Cratoxylum maingayi,Cratoxylum maingayi,Cratoxylum maingayi Dyer,Cratoxylum maingayi,Hypericaceae
6242,Cratoxyarborenone A,ZAXOSWZCOUYSSE-LICLKQGHSA-N,ZAXOSWZCOUYSSE,Cratoxylum sumatranum,Cratoxylum sumatranum,Cratoxylum sumatranum (Jack) Blume,Cratoxylum sumatranum,Hypericaceae
6243,Cratoxyarborenone B,AVGUAOZYPIBDIZ-UHFFFAOYSA-N,AVGUAOZYPIBDIZ,Cratoxylum sumatranum,Cratoxylum sumatranum,Cratoxylum sumatranum (Jack) Blume,Cratoxylum sumatranum,Hypericaceae
6244,Cratoxyarborenone C,PGWGLEHDWSDHBH-UHFFFAOYSA-N,PGWGLEHDWSDHBH,Cratoxylum sumatranum,Cratoxylum sumatranum,Cratoxylum sumatranum (Jack) Blume,Cratoxylum sumatranum,Hypericaceae
6245,Cratoxyarborenone D,PIPKOMCOCGAXLZ-UHFFFAOYSA-N,PIPKOMCOCGAXLZ,Cratoxylum sumatranum,Cratoxylum sumatranum,Cratoxylum sumatranum (Jack) Blume,Cratoxylum sumatranum,Hypericaceae
6246,Cratoxyarborenone E,CJBZJZGULKATPY-UHFFFAOYSA-N,CJBZJZGULKATPY,Cratoxylum sumatranum,Cratoxylum sumatranum,Cratoxylum sumatranum (Jack) Blume,Cratoxylum sumatranum,Hypericaceae
6247,Cratoxyarborenone F,ANQQUCRTGKYCDZ-UHFFFAOYSA-N,ANQQUCRTGKYCDZ,Cratoxylum sumatranum,Cratoxylum sumatranum,Cratoxylum sumatranum (Jack) Blume,Cratoxylum sumatranum,Hypericaceae
6248,Cratoxyarborequinone A,RVMDRFGVGIPJRT-PCLIKHOPSA-N,RVMDRFGVGIPJRT,Cratoxylum sumatranum,Cratoxylum sumatranum,Cratoxylum sumatranum (Jack) Blume,Cratoxylum sumatranum,Hypericaceae
6249,Cratoxyarborequinone B,NJNLSHFEGBVWNG-ZTKZIYFRSA-N,NJNLSHFEGBVWNG,Cratoxylum sumatranum,Cratoxylum sumatranum,Cratoxylum sumatranum (Jack) Blume,Cratoxylum sumatranum,Hypericaceae
6250,Vismione B,RUKXXSDGTORZFO-UHFFFAOYSA-N,RUKXXSDGTORZFO,Cratoxylum sumatranum,Cratoxylum sumatranum,Cratoxylum sumatranum (Jack) Blume,Cratoxylum sumatranum,Hypericaceae
6234,delta-Tocotrienol,ODADKLYLWWCHNB-LDYBVBFYSA-N,ODADKLYLWWCHNB,Cratoxylum sumatranum,Cratoxylum sumatranum,Cratoxylum sumatranum (Jack) Blume,Cratoxylum sumatranum,Hypericaceae
6222,Celebixanthone,OQPZXQVAOOHEFP-UHFFFAOYSA-N,OQPZXQVAOOHEFP,Cratoxylum celebicum,Cratoxylum sumatranum subsp. sumatranum,Cratoxylum sumatranum subsp. sumatranum,Cratoxylum sumatranum,Hypericaceae
3926,Monocrotaline,QVCMHGGNRFRMAD-XFGHUUIASA-N,QVCMHGGNRFRMAD,Crotalaria stipularia,Crotalaria stipularia,Crotalaria stipularia Desv.,Crotalaria stipularia,Fabaceae
3142,(-)-beta-Sitosterol,KZJWDPNRJALLNS-VJSFXXLFSA-N,KZJWDPNRJALLNS,Croton arboreous,Croton arboreus,Croton arboreus Millsp.,Croton arboreus,Euphorbiaceae
3093,Espatulenol,FRMCCTDTYSRUBE-BGPZULBFSA-N,FRMCCTDTYSRUBE,Croton arboreous,Croton arboreus,Croton arboreus Millsp.,Croton arboreus,Euphorbiaceae
3165,Lupenone,GRBHNQFQFHLCHO-BHMAJAPKSA-N,GRBHNQFQFHLCHO,Croton arboreous,Croton arboreus,Croton arboreus Millsp.,Croton arboreus,Euphorbiaceae
3255,Teucladiol,ZNMYSAIHYWXIRW-AHDPXTMNSA-N,ZNMYSAIHYWXIRW,Croton arboreous,Croton arboreus,Croton arboreus Millsp.,Croton arboreus,Euphorbiaceae
3250,Cajucarinolide,KDHLKFOOPWLPCD-UHFFFAOYSA-N,KDHLKFOOPWLPCD,Croton cajucara,Croton cajucara,Croton cajucara Benth.,Croton cajucara,Euphorbiaceae
3251,Sacacarin,SWELCLKQLDUYHL-PTLICHBZSA-N,SWELCLKQLDUYHL,Croton cajucara,Croton cajucara,Croton cajucara Benth.,Croton cajucara,Euphorbiaceae
3110,Magnoflorine,YLRXAIKMLINXQY-ZDUSSCGKSA-O,YLRXAIKMLINXQY,Croton cumingii,Croton cascarilloides,Croton cascarilloides Raeusch.,Croton cascarilloides,Euphorbiaceae
3112,(+)-Reticuline,BHLYRWXGMIUIHG-HNNXBMFYSA-N,BHLYRWXGMIUIHG,Croton celtidifolius,Croton celtidifolius,Croton celtidifolius Baill.,Croton celtidifolius,Euphorbiaceae
3105,(S)-Isoboldine,LINHZVMHXABQLB-UHFFFAOYSA-N,LINHZVMHXABQLB,Croton celtidifolius,Croton celtidifolius,Croton celtidifolius Baill.,Croton celtidifolius,Euphorbiaceae
3108,Laudanidine,MPYHGNAJOKCMAQ-MRXNPFEDSA-N,MPYHGNAJOKCMAQ,Croton celtidifolius,Croton celtidifolius,Croton celtidifolius Baill.,Croton celtidifolius,Euphorbiaceae
3195,(+)-Blumenol A,KPQMCAKZRXOZLB-KOIHBYQTSA-N,KPQMCAKZRXOZLB,Croton chilensis,Croton chilensis,Croton chilensis Müll.Arg.,Croton chilensis,Euphorbiaceae
3191,2-(4-Hydroxyphenyl)ethanol,YCCILVSKPBXVIP-UHFFFAOYSA-N,YCCILVSKPBXVIP,Croton chilensis,Croton chilensis,Croton chilensis Müll.Arg.,Croton chilensis,Euphorbiaceae
3188,Flavinantine,GSNZKNRMDZYEAI-AUUYWEPGSA-N,GSNZKNRMDZYEAI,Croton chilensis,Croton chilensis,Croton chilensis Müll.Arg.,Croton chilensis,Euphorbiaceae
3106,Isocorydine,QELDJEKNFOQJOY-ZDUSSCGKSA-N,QELDJEKNFOQJOY,Croton chilensis,Croton chilensis,Croton chilensis Müll.Arg.,Croton chilensis,Euphorbiaceae
3180,O-Methylflavinantine,DBPGJIUVRZHFCM-YQYDADCPSA-N,DBPGJIUVRZHFCM,Croton chilensis,Croton chilensis,Croton chilensis Müll.Arg.,Croton chilensis,Euphorbiaceae
3199,Rhodioloside,ILRCGYURZSFMEG-RKQHYHRCSA-N,ILRCGYURZSFMEG,Croton chilensis,Croton chilensis,Croton chilensis Müll.Arg.,Croton chilensis,Euphorbiaceae
3133,Plaunol D,PNFZVLPHKKVBRI-NZMLQMEOSA-N,PNFZVLPHKKVBRI,Croton columnaris,Croton columnaris,Croton columnaris Airy Shaw,Croton columnaris,Euphorbiaceae
3175,6-Hydroxynidorellol,JEZOMVOAWYLQAJ-SKDBMBEJSA-N,JEZOMVOAWYLQAJ,Croton stipuliformis,Croton costatus,Croton costatus Kunth,Croton costatus,Euphorbiaceae
3208,"3,4,5-Trimethoxycinnamyl alcohol",HZDDMDAKGIRCPP-SNAWJCMRSA-N,HZDDMDAKGIRCPP,Croton draco Schltdl.& Cham.,Croton draco,Croton draco Schltdl. & Cham.,Croton draco,Euphorbiaceae
3119,4-Hydroxybenzaldehyde,RGHHSNMVTDWUBI-UHFFFAOYSA-N,RGHHSNMVTDWUBI,Croton draco Schltdl.& Cham.,Croton draco,Croton draco Schltdl. & Cham.,Croton draco,Euphorbiaceae
3192,4-Methoxybenzoic acid,ZEYHEAKUIGZSGI-UHFFFAOYSA-N,ZEYHEAKUIGZSGI,Croton draco Schltdl.& Cham.,Croton draco,Croton draco Schltdl. & Cham.,Croton draco,Euphorbiaceae
3117,Scopoletin,RODXRVNMMDRFIK-UHFFFAOYSA-N,RODXRVNMMDRFIK,Croton draco Schltdl.& Cham.,Croton draco,Croton draco Schltdl. & Cham.,Croton draco,Euphorbiaceae
3220,Taspine,MTAWKURMWOXCEO-UHFFFAOYSA-N,MTAWKURMWOXCEO,Croton draco Schltdl.& Cham.,Croton draco,Croton draco Schltdl. & Cham.,Croton draco,Euphorbiaceae
3222,Taspine,MTAWKURMWOXCEO-UHFFFAOYSA-N,MTAWKURMWOXCEO,Croton draconoide,Croton draconoides,Croton draconoides Müll.Arg.,Croton draconoides,Euphorbiaceae
3171,Cascarilladiene,IVBZYUKCNLJUDA-UHFFFAOYSA-N,IVBZYUKCNLJUDA,Croton eluteria,Croton eluteria,Croton eluteria (L.) W.Wright,Croton eluteria,Euphorbiaceae
3172,Cascarilladiene,IVBZYUKCNLJUDA-UHFFFAOYSA-N,IVBZYUKCNLJUDA,Croton eleuteria,Croton eluteria,Croton eluteria (L.) W.Wright,Croton eluteria,Euphorbiaceae
3125,Cascarillin,ZOWKQQIGQBVKSV-BZLLESMPSA-N,ZOWKQQIGQBVKSV,Croton eleuteria,Croton eluteria,Croton eluteria (L.) W.Wright,Croton eluteria,Euphorbiaceae
3126,Cascarillin,ZOWKQQIGQBVKSV-BZLLESMPSA-N,ZOWKQQIGQBVKSV,Croton eluteria,Croton eluteria,Croton eluteria (L.) W.Wright,Croton eluteria,Euphorbiaceae
3228,Cascarillin B,KGCOURSVJRGFJH-BZFQXQNWSA-N,KGCOURSVJRGFJH,Croton eleuteria,Croton eluteria,Croton eluteria (L.) W.Wright,Croton eluteria,Euphorbiaceae
3229,Cascarillin B,KGCOURSVJRGFJH-BZFQXQNWSA-N,KGCOURSVJRGFJH,Croton eluteria Bennett,Croton eluteria,Croton eluteria (L.) W.Wright,Croton eluteria,Euphorbiaceae
3256,Cascarillin E,QKNYLJSOBMZFPQ-NPRXTFJLSA-N,QKNYLJSOBMZFPQ,Croton eluteria,Croton eluteria,Croton eluteria (L.) W.Wright,Croton eluteria,Euphorbiaceae
3263,Cascarillone,SXSAPQYSINCHJK-UHFFFAOYSA-N,SXSAPQYSINCHJK,Croton eleuteria,Croton eluteria,Croton eluteria (L.) W.Wright,Croton eluteria,Euphorbiaceae
3128,12-O-Palmitoyl-16-hydroxyphorbol 13-acetate,DYHBGVHTKOPQDM-SGPTVBMASA-N,DYHBGVHTKOPQDM,Croton flavens,Croton flavens,Croton flavens L.,Croton flavens,Euphorbiaceae
3189,Flavinantine,GSNZKNRMDZYEAI-AUUYWEPGSA-N,GSNZKNRMDZYEAI,Croton flavans,Croton flavens,Croton flavens L.,Croton flavens,Euphorbiaceae
3185,Saludimerine A,ZLUVMHRZVMNCCP-YEUAYIGBSA-N,ZLUVMHRZVMNCCP,Croton flavens,Croton flavens,Croton flavens L.,Croton flavens,Euphorbiaceae
3115,Salutaridine,GVTRUVGBZQJVTF-YJYMSZOUSA-N,GVTRUVGBZQJVTF,Croton balsamifera,Croton flavens,Croton flavens L.,Croton flavens,Euphorbiaceae
3140,(-)-beta-Sitosterol,KZJWDPNRJALLNS-VJSFXXLFSA-N,KZJWDPNRJALLNS,Croton zambesicus,Croton gratissimus var. gratissimus,Croton gratissimus var. gratissimus,Croton gratissimus,Euphorbiaceae
3233,Crotozambefuran A,XPPYVZZOGZYFJV-URQMRUQKSA-N,XPPYVZZOGZYFJV,Croton zambesicus,Croton gratissimus var. gratissimus,Croton gratissimus var. gratissimus,Croton gratissimus,Euphorbiaceae
3234,Crotozambefuran B,RFGAHIFUDFGCDK-ZIFPLYCDSA-N,RFGAHIFUDFGCDK,Croton zambesicus,Croton gratissimus var. gratissimus,Croton gratissimus var. gratissimus,Croton gratissimus,Euphorbiaceae
3235,Crotozambefuran C,NUKMRHUFXQHPKW-CHTBWOBHSA-N,NUKMRHUFXQHPKW,Croton zambesicus,Croton gratissimus var. gratissimus,Croton gratissimus var. gratissimus,Croton gratissimus,Euphorbiaceae
3203,"Isopimara-7,15-dien-3beta-ol",BLRQCWSOICYRPH-VDWQKOAOSA-N,BLRQCWSOICYRPH,Croton zambesicus,Croton gratissimus var. gratissimus,Croton gratissimus var. gratissimus,Croton gratissimus,Euphorbiaceae
